,tweet_id
444,558419794559795201
445,576521531288875008
446,540645805565431808
447,605104843238350848
448,529034408486252545
449,592377455358390273
450,524038535998107648
451,571091552568782848
452,589403318826467329
453,569403369900519424
454,517108072209473536
455,539659330820132864
456,576607765172334592
457,552016143746347009
458,595693827354136576
459,545763563760279553
460,561806333586857985
461,560200951986810880
462,545989252790882304
463,609521255583252480
464,530742843716153344
465,537950770902360064
466,562619260321529856
467,533660230266413056
468,531668400695967744
469,573581950901874688
470,517489805635383296
471,544294053958152192
472,569952731428995073
473,601582286950141953
474,611336502853775361
475,524792088085295104
476,581195379603054592
477,530734017122148352
478,527625790490677248
479,585806001137446912
480,524226833877696513
481,557017116269101058
482,585675015884013568
483,576830023014940673
484,514191337902850048
485,541411402682875904
486,613513157558992896
487,542491404950175744
488,610988967979315200
489,565349029052416005
490,600718422075400192
491,564257816970416128
492,562080881326972930
493,558335707245469696
494,561634259967168513
495,556121776321986560
496,560068230174474240
497,562590989693382657
498,593458247098617857
499,596460942856212481
500,611749998233956352
501,546511911240863744
502,593166086650007553
503,519544324984680448
504,597259627793915905
505,603199208406024192
506,576799224064540672
507,584489367953113089
508,566833566336954368
509,566778330205007872
510,559925113152221184
511,534167115595808768
512,542014578599952384
513,571435546016387072
514,549641663069818880
515,605781977849937921
516,549108058585321472
517,530255079543431168
518,578550863419047936
519,570617612029333504
520,586961904834326529
521,615885415900430336
522,559817646628433921
523,517645354041622528
524,544696737697255425
525,522920080993042432
526,615588570519236608
527,569617102174187520
528,570475321163710464
529,577171053035855872
530,581507239166476288
531,578205834494271488
532,609143457366601728
533,594963598495059968
534,583274138879549440
535,582339245592850432
536,530514713533501440
537,604839381657112577
538,563533815667515392
539,517858041434484736
540,607621994197086208
541,593058664774111234
542,565351340252332032
543,615534245960757248
544,530526670642745344
545,557611833553850368
546,520198075475062784
547,550990073391742976
548,543580093168115712
549,534073457148198912
550,555188912889794560
551,533865422039568384
552,569756047314972672
553,589473714934304769
554,585464520274882560
555,578488675907989504
556,524749686931226624
557,597806793134383104
558,574742288389165056
559,540388264629530624
560,564512320819593216
561,556910518787928064
562,539938600901541888
563,608734374109032448
564,577672067891351552
565,534011192352997376
566,585542344633675778
567,598132209279696897
568,536195946129145856
569,592956236984819712
570,578737833382264832
571,572605843402833921
572,541239042214727680
573,590575149767905281
574,578995129417146368
575,575304138742984704
576,547510817340796929
577,525200085597294593
578,604291213458448384
579,574719260691406848
580,583829080740495360
581,532762306967773185
582,572921898297896960
583,573704258190729217
584,552432018941050881
585,554816161737502720
586,606278131876556800
587,580240557433167872
588,563781017719566337
589,595210826748821504
590,613716267984261120
591,562992810471981056
592,613180197848743939
593,607397501872635904
594,554881219889213440
595,539503850248753153
596,593524111864795137
597,613807736850120704
598,574061553386938368
599,565185261878136833
600,577864033774223360
601,538799727350153217
602,546450649786101760
603,539997698993446912
604,583460076041572353
605,591259256856383488
606,608423720189874178
607,546641097288851458
608,565151799942725633
609,544922315545649152
610,583383905354452992
611,550103465578729473
612,608091687064322048
613,573734284483149824
614,599351378532794369
615,539526495241515008
616,583746108200976384
617,603659393553530880
618,614375319689166848
619,522237621880496128
620,554872693808721922
621,539646315899006976
622,564984107562565632
623,542340610146181120
624,599657340946751488
625,580919386497634304
626,548697768055697409
627,534888016935149568
628,521892137349025792
629,602624637692936192
630,615716944688324608
631,517669498481291264
632,573088895275040768
633,524948361334779904
634,549026189126676481
635,595069186348486657
636,560285431585980416
637,609731673530462208
638,589599401900904451
639,607395078336876544
640,543046413077458945
641,571129778540924928
642,591455999195676673
643,558401449491968003
644,553554790878167040
645,563847034223202305
646,603961545631010816
647,615276088785113088
648,606085583891341313
649,518116370534264832
650,573648724397662208
651,583770825867821056
652,542345305723650048
653,596396023477592064
654,591967619818762240
655,561394215968866304
656,571163838290255872
657,572170680621375489
658,552646407606501376
659,601347052052811776
660,555576305064759296
661,596462823405936640
662,550923724728573952
663,522918632578629633
664,549751048580374528
665,530822234865426432
666,556153500510736387
667,539488255260241920
668,568582648668381184
669,582632277106135040
670,518176971902418944
671,576004277614739456
672,534469831677206528
673,536695171027853312
674,529596146671308800
675,541957796640862208
676,594401060594155520
677,560326302373511168
678,518756717560344577
679,572184789287079936
680,544958061031731202
681,578300668227670017
682,588145692872421376
683,532000179407560705
684,560259981245947904
685,546030123926179841
686,520993197741584384
687,588095780742901760
688,576153693852016641
689,559035515320950785
690,529440540635717632
691,531553359179026432
692,528177320495165440
693,583760483263578112
694,608360188161216513
695,566436156293017601
696,609360100243865600
697,537605093483634689
698,580464474764783617
699,539469812339335168
700,547234508525690882
701,572426153669103616
702,590166367531204610
703,591971071366144001
704,607630485590810624
705,551260198678327296
706,581260696119300096
707,535893845511122944
708,560236898564997120
709,581243484562132992
710,555387826729398272
711,601522802693275648
712,600710557939998720
713,611396794732441601
714,521476201643528193
715,594296789731319809
716,561183222894444544
717,597795628639494145
718,583752131368226816
719,612845337569464320
720,555416852751728640
721,521052403693780992
722,586966471202316288
723,574901570397192192
724,528765602497052672
725,569961143751614464
726,609051287112548352
727,554088437675212800
728,566307688234381312
729,584394452598259712
730,597100098338828288
731,569936409575845888
732,526911325419872256
733,557960493294698496
734,521472164198113280
735,614856156058619904
736,546758102880894977
737,535162133345239040
738,590277283442720768
739,590499751151407105
740,545969515226734592
741,578004643927756800
742,590232591342686208
743,537260241172570112
744,605742712885682176
745,591632739096334336
746,601480300473020418
747,550868988532916224
748,602969936101810176
749,544922115737419777
750,610254879978749952
751,567913812118016001
752,528976851155554305
753,521767840022822912
754,531283052908249088
755,547524985040809984
756,576558015920386049
757,584847800594259968
758,607731901546168323
759,585263068508205056
760,523245858692018176
761,565345863648952320
762,568070760482217984
763,594926827715559424
764,528207164255776768
765,588924395462086656
766,551104714155098113
767,541760701136531456
768,582173711387602945
769,570316979011252225
770,569176862787829761
771,547947486275715073
772,517906512904466432
773,583783799479087104
774,602645606880964609
775,561628206139449345
776,580936982743937025
777,575936519128674304
778,570328555084648450
779,519632266645884928
780,541956889366790144
781,577536173733756928
782,612384418230083584
783,594987476336431105
784,551929676462321665
785,569720273827553280
786,571433519605362688
787,607764193895415808
788,606593071766249472
789,581109926170271744
790,553040474236542977
791,520808319842152448
792,608027771340734466
793,579354369008746496
794,552623541997539328
795,527151744435101697
796,586533818871521282
797,550715413017792512
798,552695873142939651
799,594615236029599744
800,580565422107398144
801,610207785796681728
802,578282376142307328
803,546326265050169344
804,527641572469653505
805,577225056616583169
806,578883699762180096
807,525774308044734464
808,517492204076802048
809,554054595555897344
810,557706962612543488
811,582257765415964672
812,524236555431739393
813,560320408457846784
814,604724237774024704
815,544238151481319424
816,529132290920939521
817,587848095565746176
818,539985672988524544
819,589528750842220544
820,513128313226006528
821,529482344676073472
822,585245272609054720
823,604374170479235073
824,570103992778395648
825,592854852549681153
826,548441595549609984
827,535130606213275649
828,548624429325250560
829,519808394874875904
830,588004933871382528
831,550706551254945792
832,581944037134974976
833,548920885944406016
834,595418025349804037
835,537599207918829568
836,517281474412703744
837,548905255787048961
838,537085403249913857
839,519281512085471233
840,599406408107433984
841,585590664966045697
842,556226311610703872
843,561305418014932992
844,551567659972956162
845,586010504675622912
846,544188523038142465
847,573004491785572352
848,574392574900854785
849,541654543910440960
850,615580585663311876
851,599036734362509312
852,538548256796839936
853,548651340185219073
854,588907305636237312
855,521029545911394304
856,568478273048616960
857,608030261754740737
858,581079451586457600
859,539419531152986112
860,551876526376255488
861,599805348002865152
862,549406452050579456
863,577641607048011776
864,518352386385924096
865,530772840484974593
866,609963640968495105
867,549757822695522305
868,532506649387622401
869,559121493159063554
870,604314119089557504
871,591689055915646976
872,554282620889354240
873,583473793642934274
874,606628775237853184
875,606847129332686848
876,527287109187432448
877,596002092776562688
878,572932678707773441
879,526907837960949760
880,530067231544451072
881,545445530391023616
882,582258081452716033
883,533796131525099520
884,583462917904977920
885,559970121276739584
886,580960141366800385
887,609979296183140352
888,554350327055785986
889,584105997628796928
890,610344185414037504
891,584166661722345472
892,609019298862878720
893,601796291476201473
894,540299375504031744
895,538727420636200961
896,571438806957580288
897,543638386217852929
898,541069605565784064
899,615613407094571008
900,606770115577815040
901,577167112688570368
902,552904727701504000
903,609548178833178625
904,565962043036270592
905,535971582670548992
906,588935032540008448
907,611355526169915392
908,537713808349728768
909,531012629146660864
910,571047499106021377
911,608844727488794624
912,531908488411480064
913,526590634333728769
914,611379786288463872
915,602524211308056576
916,520939215887298560
917,519570741956599808
918,597990927655927809
919,563020708604039168
920,517103420856340480
921,604051497215791104
922,578979130105991168
923,564417847430881282
924,569154824220114945
925,607690516554227712
926,519110478128488448
927,551227608445501440
928,579977087009873920
929,613068819934740480
930,611981077461250048
931,530957599739740161
932,589844110799872000
933,606260485391056898
934,522070282165817344
935,612807957567377408
936,558769163854811137
937,612416407624552449
938,554021041996308480
939,555869547878551552
940,545456172900560896
941,537365323297456128
942,553676063662813184
943,528014401027473408
944,526752345586016256
945,581132911421865985
946,588208697945522176
947,551994500512747520
948,607396612445306882
949,601564040758976512
950,593763548410548224
951,593561234282131456
952,536237793253806080
953,566092370991935488
954,583831198566322178
955,538411146525810688
956,518579078606368768
957,604752365745487872
958,567115874017247232
959,539155782139674624
960,554191054866751488
961,555342900762914816
962,564775177368530944
963,552905579124228098
964,584370240567582720
965,587390833403502592
966,603438550898647040
967,575840606770982912
968,603275748229648384
969,563508414333321216
970,604473925985284096
971,599290091178176512
972,559479023068147712
973,535979089791057920
974,600420757613711361
975,604682884377661440
976,526111434317774848
977,602871925921067009
978,572948908504035330
979,521402866456879106
980,570318038018478082
981,572945026168324096
982,604993594261389312
983,574443827970338816
984,577990119279443968
985,615641122182983680
986,605582279289618432
987,524408090767392768
988,545571628315582464
989,548342886547599360
990,608075165411483648
991,583563370802114561
992,599430426638360576
993,522492403941646336
994,545985255740432385
995,563527494910095360
996,521447335793278976
997,540710732984098816
998,575367801512267777
999,581216223804989442
1000,613038195522072576
1001,592751407083737088
1002,571894759985418240
1003,542512609254064128
1004,530451779960729601
1005,592585561581420544
1006,542337797336883202
1007,604727420218933249
1008,590183343766933504
1009,556525662123855873
1010,545290460965502976
1011,553351362910502912
1012,520627860449800192
1013,533904643865079810
1014,530502196052647937
1015,522981679481495552
1016,547965605920669696
1017,520669531245928448
1018,562274402986115072
1019,575434407168753664
1020,520238618556641280
1021,573217567726309376
1022,557004824261431297
1023,605904985700720641
1024,531597995393822720
1025,568253676130836480
1026,519945259904954368
1027,517107565785001984
1028,586982247921614851
1029,531667782048706560
1030,530752857461764096
1031,566802147275075587
1032,553760511834460160
1033,554103079801733120
1034,515359418574462977
1035,573190686213869568
1036,522512943855206400
1037,566074398072139776
1038,526445679653421056
1039,523765448631152640
1040,575350619575222272
1041,613700725307256832
1042,519655218540064769
1043,534803170690465793
1044,560586895680618496
1045,550924607343972352
1046,540381490971172866
1047,534148071337504768
1048,606910656546140160
1049,575257823124275200
1050,586286296169062400
1051,559736103935016960
1052,612721988767887360
1053,579376604327096320
1054,611703311226372096
1055,525284383792832514
1056,601403066408140801
1057,561002365038628865
1058,575758381241204736
1059,517482432979668992
1060,595617628695228420
1061,598873301314871296
1062,529093824472023040
1063,578902260018614273
1064,521782170969722880
1065,519302880105627649
1066,587391909577932800
1067,523866362557382656
1068,585578006355271681
1069,595000943294447616
1070,541084275861639168
1071,596405396098654209
1072,567069584080273409
1073,517899235757674496
1074,573997132643958784
1075,576146089654546432
1076,551932200154038272
1077,591277722137137152
1078,556622530954682368
1079,585699290238029825
1080,573845067489640449
1081,592749755433930753
1082,585633551036612608
1083,556937298278117376
1084,519480498871992320
1085,571014148110184449
1086,578032961859284993
1087,603092837542965248
1088,613909955926753285
1089,533627055490236416
1090,605996905747890176
1091,566341262111158273
1092,525468934917877762
1093,576068368974872576
1094,539408194557468672
1095,523911098685464576
1096,564929866219659264
1097,564601428103409664
1098,608434715163549698
1099,567512311473393664
1100,521757364148391936
1101,529109727284703233
1102,599594731002269696
1103,612647684189626368
1104,586727133025804289
1105,533018787420061698
1106,534788248376446976
1107,607386546883444736
1108,536915373082169345
1109,597225884924387328
1110,549245298862989312
1111,615219183694036995
1112,590251306100490240
1113,517330860974960641
1114,583696819479248898
1115,530851429754601472
1116,525442431001853952
1117,601545813802659841
1118,562050555959185408
1119,562839873338753024
1120,566447062854553600
1121,547711551168200705
1122,540727574490783744
1123,583435787422707712
1124,543535719265079297
1125,611566873549930497
1126,547832057628749828
1127,558773705212309505
1128,609566237702537216
1129,521376063205957632
1130,532752178403110912
1131,584439577236103170
1132,531660506491150337
1133,540347883703533568
1134,592549974736515073
1135,609086157348073473
1136,583758444706062336
1137,525003659155742722
1138,541034980756168704
1139,518225266809004032
1140,551245279597699073
1141,542530604001005568
1142,565180155031592960
1143,551428175599640576
1144,530277243386621952
1145,521380402640871425
1146,594602657958010881
1147,560622204572815361
1148,546511655556112384
1149,609132586904850432
1150,591644544266960896
1151,559079223806398467
1152,582992601709563906
1153,595050859291017216
1154,512977869438734336
1155,596823473973960704
1156,522079251097743360
1157,552600436377935873
1158,611390418337562625
1159,561185118988271616
1160,616025224673370112
1161,586677805879963649
1162,558465616026169344
1163,526460871699333120
1164,593984973377503233
1165,589403068174770177
1166,572586715661127680
1167,605436175327854592
1168,580082466083487744
1169,605342258905366529
1170,593978358725148672
1171,577220333171793920
1172,546095412965572608
1173,598314618386276352
1174,606607591137869825
1175,566598270840233984
1176,595359976547291137
1177,562086673345814528
1178,527605079579570176
1179,615549930258743296
1180,603711172571897856
1181,526502203226615808
1182,580961909228347392
1183,551145196642373633
1184,591259711250558976
1185,609770279808724992
1186,615984152198811648
1187,581272076188835840
1188,595665654293868544
1189,527607928648265728
1190,571685122639970304
1191,596827749194604545
1192,549684268742766592
1193,596440694694223874
1194,564973861620690944
1195,580841610818125824
1196,568644708450217984
1197,576564688198086656
1198,541349937250697216
1199,604013767584780288
1200,523347196725690368
1201,562481273680035840
1202,607256311152164864
1203,515200526200623104
1204,578932506226864128
1205,593163528225316865
1206,536918327411875840
1207,574762064473796608
1208,573115754457006083
1209,556153413051121666
1210,593533632268013571
1211,609075598279995392
1212,572605646362828800
1213,589988048911409152
1214,539272710837501954
1215,600091648647929857
1216,569333374940098560
1217,591501903072112640
1218,550321701805125632
1219,570360967126585344
1220,567116117110689792
1221,600958812930056192
1222,612517229851213824
1223,554334438419873792
1224,521019642069155840
1225,569654428766064640
1226,585500628983668737
1227,544589912302190592
1228,526977845415792641
1229,584023938562301956
1230,569355778567467010
1231,605769905900646400
1232,572793826332553217
1233,593924551878180866
1234,520370564368568320
1235,583770248328912896
1236,539602549717094400
1237,609987716562841600
1238,530372264509071360
1239,582045441266601984
1240,558482738849001472
1241,609774092351315969
1242,593185894015881217
1243,564848708961845249
1244,517694876788346880
1245,580502654851391489
1246,610548296298291200
1247,540298808241192960
1248,601410773491912704
1249,562460285743939584
1250,546748476298919937
1251,608731292142850049
1252,601429742932205568
1253,557587825991118848
1254,572232805201027072
1255,519101901405581313
1256,564846029489446913
1257,522015459189989377
1258,518599678322307072
1259,537687882463711233
1260,595412031152488448
1261,560440866603827200
1262,529023448212070400
1263,536682832702488578
1264,562342197744648195
1265,580850473227386880
1266,612412295784833024
1267,572486943692468224
1268,556560166540550145
1269,553093308130414592
1270,611457782038933504
1271,602237476044955648
1272,518203146280001536
1273,579644685796425728
1274,547079121667637249
1275,611021909266837505
1276,562301017438425088
1277,575505075298263042
1278,601764397590007808
1279,528209600332705792
1280,602686264635215872
1281,575461121152303105
1282,565697214392328192
1283,601855754996305920
1284,612389582026379264
1285,562777023014522880
1286,552252960961339392
1287,535893320417820672
1288,593029549606109184
1289,552689120188055552
1290,606464398878769153
1291,538850377412530176
1292,600774713397235712
1293,583761591071453185
1294,610195762035556352
1295,521822729222488064
1296,595729530226085888
1297,539594263290716161
1298,585764131917209601
1299,595067678118813696
1300,559254358182100992
1301,572576010253799427
1302,594494770585665536
1303,585779788645666818
1304,615554574414315520
1305,579561273467236352
1306,572197731504164865
1307,615851388132683776
1308,518148036762300417
1309,518717535777460224
1310,522345608984555522
1311,573277155066552321
1312,597867766679375872
1313,597435737638854656
1314,537135455368531968
1315,523938028004192256
1316,613543529567113216
1317,564531135888523265
1318,609514807641907200
1319,590222326026919936
1320,602127070236409856
1321,595065594170384384
1322,553450846571487233
1323,533021833054801920
1324,521020390005800961
1325,559894637209321472
1326,587982054010281984
1327,545962293964836864
1328,520964403290972161
1329,568785280309837824
1330,537421752075579392
1331,526561962168434688
1332,571336845101019136
1333,526552521850892288
1334,555835261536333824
1335,614197250441482240
1336,596314743058620416
1337,595739748821508097
1338,595414090010513409
1339,588073869640073216
1340,556936348901588993
1341,570681794363850752
1342,570682118768103424
1343,565900584113684481
1344,607207183009382400
1345,567194904648876032
1346,517848039927873536
1347,542624991947534336
1348,521334612476194816
1349,525513955088031744
1350,535768393639821312
1351,596757644565729282
1352,566797973401894913
1353,545381743016951810
1354,612266909464162305
1355,567710045316857856
1356,571728276080750593
1357,596495352892620801
1358,596308002434580480
1359,612843076307001344
1360,521013428362563584
1361,595634570877411329
1362,586305242880462848
1363,554867568771858432
1364,598823386211602432
1365,604324186853634048
1366,567053446269112320
1367,553981134644989952
1368,569423241963565056
1369,556979000397291520
1370,587368005803368448
1371,538185190678749184
1372,518944567962648576
1373,562043440050233344
1374,544750975312207872
1375,517857840497569792
1376,567803674693730304
1377,579502719074963457
1378,567408505012092928
1379,599006474828914688
1380,536314841926221824
1381,564272967950282754
1382,578038318580965376
1383,602596801481351168
1384,574277292748308480
1385,607385687969656832
1386,581645229310103552
1387,605640045370994688
1388,550072264524562433
1389,599660090921070592
1390,615587982091939840
1391,565958029473239041
1392,602268466649944064
1393,525764959117266945
1394,556202879233441793
1395,614537089447776260
1396,540690785188839424
1397,525765711982247936
1398,554106509706428416
1399,580506140414447616
1400,533340609676070914
1401,585036892917387265
1402,590681855147511811
1403,569192583529783298
1404,560473103319728129
1405,567030774021382144
1406,579415447554002944
1407,579750669541904384
1408,614768664806461440
1409,562639984956833792
1410,520657070132297730
1411,537371931486748672
1412,527812906818502656
1413,539165630860390400
1414,590791016765988865
1415,568239730359287810
1416,612614659875733504
1417,523291452961751040
1418,526785237343551488
1419,568467461290524672
1420,547913790428577793
1421,522958717722296320
1422,530377513584066560
1423,550890795457601536
1424,545091174877659136
1425,527551321713676288
1426,530716570864340992
1427,583762834368126976
1428,542872729586647040
1429,562094892651143168
1430,571477638109380608
1431,552961236003209217
1432,533030596663324672
1433,590476607711612928
1434,521689755621138434
1435,586389719207976962
1436,571951943662190593
1437,521638368523063296
1438,531524251476819968
1439,568531122323197952
1440,598171447685677056
1441,546769869459714051
1442,591020403046408193
1443,579419239523749888
1444,528199424733093888
1445,540236957121781760
1446,595340632631222272
1447,569412700251365377
1448,544495448267194368
1449,521855743335866369
1450,585436507093262336
1451,522589656584429569
1452,533774118316171264
1453,613481113873313792
1454,597600016681795585
1455,529376892512919552
1456,582327794945785857
1457,562814360197017602
1458,521932367452069889
1459,559743226362753025
1460,554431689897037824
1461,581859091078877185
1462,580219759075160064
1463,568903104705503232
1464,512643242220064768
1465,601951572784910337
1466,599361548553945089
1467,529696513388449792
1468,594546165124866048
1469,583187780861214720
1470,583760938681118723
1471,595564828518789121
1472,573477926206754816
1473,532688725479006208
1474,530150117685227520
1475,544194415599054848
1476,611404421373788160
1477,589580385501122560
1478,532631406518996992
1479,536624617666772992
1480,565357730316443649
1481,612936730547748864
1482,533367510188298240
1483,550054450581471232
1484,542567012073893888
1485,566797551182307328
1486,591677194415419392
1487,575832860235460608
1488,600656281830064129
1489,609377370194231297
1490,519309497429659648
1491,554075381834067968
1492,614296612345651200
1493,600135211825922048
1494,566801746832674817
1495,589288983936524288
1496,526385411032383488
1497,573895188831191040
